season,holiday,workday,weather,temp,hum,windspeed,cnt_2d_bfr,cnt
2,0,1,2,17.2625,66.4167,15.458307,6883,6273
2,0,1,2,19.338349,68.5833,19.833943,6359,5728
2,0,1,2,19.025,74.4167,14.499604,6273,4717
2,0,1,1,15.774151,55.2083,21.042221,5728,6572
2,0,1,1,17.066651,36.0417,15.874779,4717,7030
2,0,0,1,18.515849,48.0417,8.249911,6572,7429
2,0,0,1,20.7875,57.625,15.082839,7030,6118
2,0,1,2,18.946651,78.9583,14.250364,7429,2843
2,0,1,2,20.748349,79.4583,9.875264,6118,5115
2,0,1,1,21.923349,69.7917,8.208304,2843,7424
2,0,1,1,19.886651,52,15.374825,5115,7384
2,0,1,1,18.515849,52.3333,9.166739,7424,7639
2,0,0,1,20.2,45.625,5.626325,7384,8294
2,0,0,1,21.179151,53.0417,17.042589,7639,7129
2,0,1,2,20.121651,81.125,15.624668,8294,4359
2,0,1,2,20.905,76.5833,7.917189,7129,6073
2,0,1,2,21.218349,77.4583,6.834,4359,5260
2,0,1,1,22.785,71.6667,11.584032,6073,6770
2,0,1,1,23.96,74.7083,9.41685,5260,6734
2,0,0,1,24.5475,73.25,13.332464,6770,6536
2,0,0,1,24.43,69.7083,14.416457,6734,6591
2,1,0,1,25.4875,67.625,13.166907,6536,6043
2,0,1,1,25.9575,68.4583,19.7918,6591,5743
2,0,1,2,22.863349,67,9.000043,6043,6855
2,0,1,1,23.96,49.2917,13.083693,5743,7338
2,0,1,2,22.745849,75.5417,15.916721,6855,4127
2,0,0,1,19.416651,54.9167,12.499654,7338,8120
2,0,0,1,20.3175,49.3333,12.333829,4127,7641
2,0,1,1,20.0825,48.7083,19.083811,8120,6998
2,0,1,2,17.419151,61.3333,14.041525,7641,7001
2,0,1,1,18.045849,61.125,5.167375,6998,7055
2,0,1,1,20.3175,56.7083,10.54245,7001,7494
2,0,1,1,22.510849,46.7917,11.750661,7055,7736
2,0,0,1,25.409151,43.7083,9.667229,7494,7498
2,0,0,1,26.153349,53.8333,8.959307,7736,6598
2,0,1,2,25.879151,58.7917,13.916771,7498,6664
2,0,1,2,22.706651,83.3333,14.374582,6598,4972
2,0,1,1,22.824151,58.2083,22.999693,6664,7421
2,0,1,1,22.471651,56.9583,17.000111,4972,7363
2,0,1,1,22.040849,58.9583,11.833339,7421,7665
2,0,0,1,21.688349,50.4167,11.166689,7363,7702
2,0,0,1,19.8475,59.875,9.708568,7665,6978
2,0,1,2,18.711651,77.7917,11.707982,7702,5099
2,0,1,1,24.351651,69,9.917139,6978,6825
2,0,1,1,28.7775,59.2083,7.625404,5099,6211
3,0,1,1,29.874151,56.7917,7.958729,6825,5905
3,0,1,1,28.5425,57.375,12.250414,6211,5823
3,0,0,1,26.388349,53.4583,12.041307,5905,7458
3,0,0,1,26.936651,47.9167,9.750175,5823,6891
3,0,1,1,25.644151,50.4167,20.125661,7458,6779
3,0,1,1,21.649151,37.3333,23.292014,6891,7442
3,0,1,1,24.7825,36,18.208925,6779,7335
3,0,1,1,27.210849,42.25,11.50055,7442,6879
3,0,1,1,31.205849,48.875,11.082939,7335,5463
3,0,0,1,27.955,60.125,10.791757,6879,5687
3,0,0,1,30.344151,51.875,11.291443,5463,5531
3,0,1,1,28.738349,44.7083,13.082889,5687,6227
3,0,1,1,28.699151,49.2083,8.457879,5531,6660
3,1,0,1,29.090849,53.875,9.04165,6227,7403
3,0,1,1,30.8925,45.7917,12.999943,6660,6241
3,0,1,1,30.931651,45.0833,9.791514,7403,6207
3,0,0,1,32.498349,49.2083,10.958118,6241,4840
3,0,0,1,30.6575,57.375,8.417143,6207,4672
3,0,1,2,25.409151,68.3333,12.125325,4840,6569
3,0,1,2,25.879151,66.75,10.166379,4672,6290
3,0,1,1,25.683349,63.3333,10.166111,6569,7264
3,0,1,1,25.644151,52.9583,9.833925,6290,7446
3,0,1,2,26.388349,48.5833,5.41695,7264,7499
3,0,0,2,25.056651,69.9167,9.626493,7446,6969
3,0,0,1,27.054151,71.7917,11.166689,7499,6031
3,0,1,1,27.876651,64.5,11.000529,6969,6830
3,0,1,1,30.461651,50.5833,7.666743,6031,6786
3,0,1,1,29.286651,57.7083,9.208614,6830,5713
3,0,1,1,28.19,60.0417,11.083743,6786,6591
3,0,1,2,23.294151,84.4167,14.000789,5713,5870
3,0,0,3,20.004151,86.5417,14.2911,6591,4459
3,0,0,2,23.3725,76.25,6.2926936,5870,7410
3,0,1,1,26.858349,69.4167,9.291761,4459,6966
3,0,1,1,27.289151,65.5,14.167418,7410,7592
3,0,1,1,26.035849,45,11.0416,6966,8173
3,0,1,1,28.503349,59.6667,19.082471,7592,6861
3,0,1,1,28.738349,59.4583,10.250464,8173,6904
3,0,0,1,27.524151,61.3333,10.54245,6861,6685
3,0,0,1,25.918349,62.375,11.416532,6904,6597
3,0,1,1,26.349151,66.875,10.292339,6685,7105
3,0,1,1,25.526651,70.4167,11.083475,6597,7216
3,0,1,1,25.7225,67.75,9.458993,7105,7580
3,0,1,1,27.3675,65.9583,8.666718,7216,7261
3,0,1,2,27.994151,64.25,14.458064,7580,7175
3,0,0,1,29.286651,61.3333,17.249686,7261,6824
3,0,0,1,28.150849,65.25,19.458207,7175,5464
3,0,1,2,27.3675,65.4167,8.666718,6824,7013
3,0,1,2,26.584151,70.375,7.832836,5464,7273
3,0,1,2,27.25,67.2917,7.4169,7013,7534
3,0,1,1,27.524151,62.0417,10.4587,7273,7286
3,0,1,2,25.644151,71.5833,16.000471,7534,5786
3,0,0,2,24.5475,73.2917,13.834093,7286,6299
3,0,0,1,24.939151,53.0417,8.208304,5786,6544
3,0,1,1,25.879151,54.5417,9.126204,6299,6883
3,0,1,1,26.153349,68.6667,11.333586,6544,6784
3,0,1,1,25.213349,61.9583,11.374657,6883,7347
3,0,1,1,25.800849,51.9167,9.500332,6784,7605
3,0,1,1,25.996651,57.0833,15.500718,7347,7148
3,0,0,1,23.881651,60.3333,11.917089,7605,7865
3,0,0,2,21.884151,71.1667,5.79215,7148,4549
3,0,1,2,21.884151,73.4167,8.708593,7865,6530
3,0,1,1,22.510849,67.375,4.8756436,4549,7006
3,0,1,1,23.3725,67.7083,4.7089811,6530,7375
3,0,1,1,24.704151,63.5833,5.6679186,7006,7765
3,0,1,2,25.0175,61.5,4.8337686,7375,7582
3,0,0,2,23.098349,71.2917,16.375336,7765,6053
3,0,0,2,22.706651,84.5833,15.333486,7582,5255
3,0,1,1,25.056651,73.0417,8.625111,6053,6917
3,0,1,1,26.231651,62,12.791975,5255,7040
3,0,1,1,24.195,55.2083,7.541654,6917,7697
3,0,1,1,25.213349,59.0417,5.1668189,7040,7713
3,0,1,1,27.915849,58.75,11.291711,7697,7350
3,0,0,2,27.406651,63.8333,7.583529,7713,6140
3,0,0,2,24.743349,81.5,4.2927436,7350,5810
3,1,0,1,25.2525,79.0833,10.125107,6140,6034
3,0,1,1,26.114151,75.5,15.833507,5810,6864
3,0,1,1,26.623349,74.125,12.583136,6034,7112
3,0,1,2,24.743349,81.0417,9.542207,6864,6203
3,0,1,1,25.056651,73.625,11.500282,7112,7504
3,0,0,2,22.980849,79.9167,18.833968,6203,5976
3,0,0,1,20.67,54.75,15.041232,7504,8227
3,0,1,1,19.416651,50.375,17.333771,5976,7525
3,0,1,1,19.1425,52,6.1676314,8227,7767
3,0,1,1,20.160849,57.7083,8.833682,7525,7870
3,0,1,1,20.7875,63.7083,5.5422936,7767,7804
3,0,1,1,21.766651,67.25,6.958821,7870,8009
3,0,0,1,20.591651,50.1667,16.583907,7804,8714
3,0,0,1,19.26,57,6.0422811,8009,7333
3,0,1,2,19.299151,73.4583,10.166714,8714,6869
3,0,1,2,21.296651,87.25,23.958329,7333,4073
3,0,1,1,17.9675,53.6667,14.416725,6869,7591
3,0,1,1,17.693349,61.8333,7.917189,4073,7720
3,0,1,1,20.160849,66.875,10.333343,7591,8167
3,0,0,1,22.55,64.6667,19.000061,7720,8395
4,0,0,1,16.870849,46.7083,14.958286,8167,7907
4,0,1,1,16.165849,49.2917,9.541068,8395,7436
4,0,1,1,17.85,57,15.833507,7907,7538
4,0,1,1,21.845,63.0833,16.3748,7436,7733
4,0,1,2,22.55,69.0833,9.000914,7538,7393
4,0,1,2,21.100849,69,10.999993,7733,7415
4,0,0,1,17.4975,54.2917,15.249468,7393,8555
4,0,0,1,16.753349,58.3333,9.042186,7415,6889
4,0,1,2,16.479151,64.9167,6.0838814,8555,6778
4,0,1,3,19.769151,87.1667,6.999825,6889,4639
4,0,1,2,22.9025,79.375,4.4585686,6778,7572
4,0,1,2,22.9025,72.2917,7.875582,4639,7328
4,0,1,1,20.905,62.75,7.12545,7572,8156
4,0,0,1,18.045849,66.4167,17.957675,7328,7965
4,0,0,2,11.544151,70.8333,9.457854,8156,3510
4,1,0,2,10.016651,70.9583,12.708493,7965,5478
4,0,1,2,12.993349,76.1667,12.7501,3510,6392
4,0,1,1,16.165849,63.0833,12.584007,5478,7691
4,0,1,1,12.445,46.3333,12.166932,6392,7570
4,0,1,1,12.5625,53.9167,15.751164,7691,7282
4,0,0,1,10.486651,49.4583,9.791514,7570,7109
4,0,0,1,16.518349,64.0417,18.667004,7282,6639
4,0,1,2,18.398349,70.75,19.834479,7109,5875
4,0,1,1,14.011651,55.8333,12.208807,6639,7534
4,0,1,1,13.424151,69.2917,6.791857,5875,7461
4,0,1,2,16.5575,72.8333,15.874779,7534,7509
4,0,1,2,18.476651,81.5,9.041918,7461,5424
4,0,0,1,14.755849,57.2917,7.874979,7509,8090
4,0,0,1,13.815849,51,11.125618,5424,6824
4,0,1,1,14.9125,56.8333,5.4593811,8090,7058
4,0,1,1,17.575849,64.1667,6.3345686,6824,7466
4,0,1,1,19.6125,63.625,4.8762064,7058,7693
4,0,1,2,17.85,80.0417,8.333125,7466,7359
4,0,1,2,17.654151,80.7083,8.875289,7693,7444
4,0,0,2,16.91,72,15.791364,7359,7852
4,0,0,2,14.4425,69.4583,26.666536,7444,4459
4,0,1,3,12.68,88,23.9994,7852,22
4,0,1,2,6.954554,82.5455,14.271603,4459,1096
4,0,1,2,8.8025,66.6667,11.166689,22,5566
4,0,1,2,9.194151,58.1667,10.542182,1096,5986
4,0,1,1,8.685,52.2083,17.833725,5566,5847
4,0,0,2,8.136651,49.125,18.125443,5986,5138
4,0,0,1,7.314151,53.2917,12.000236,5847,5107
4,0,1,1,7.000849,49.4167,15.833775,5138,5259
4,0,1,1,5.199151,56.7083,11.625371,5107,5686
4,0,1,2,5.904151,54.75,20.375236,5259,5035
4,0,1,1,8.552178,33.3478,23.304945,5686,5315
4,0,1,1,8.998349,54.0833,14.375386,5035,5992
4,0,0,1,10.290849,64.5417,3.8756686,5315,6536
4,0,0,1,11.779151,65.9167,8.5425,5992,6852
4,1,0,1,14.795,74.1667,11.625639,6536,6269
4,0,1,2,8.136651,66.2917,22.917082,6852,4094
4,0,1,1,5.590849,55.2083,13.374875,6269,5495
4,0,1,2,7.118349,62.0417,10.250129,4094,5445
4,0,1,1,8.215,52.4583,11.458675,5495,5698
4,0,0,1,7.275,54.5417,12.041843,5445,5629
4,0,0,1,8.0975,69.2917,15.250004,5698,4669
4,0,1,2,9.899151,62.3333,15.749489,5629,5499
4,0,1,2,9.585849,68.5,5.542575,4669,5634
4,0,1,1,8.606651,61.375,6.917482,5499,5146
4,1,0,1,7.98,58.0417,3.5423436,5634,2425
4,0,1,1,9.311651,56.875,9.917407,5146,3910
4,0,0,1,5.081651,40.4583,25.250357,2425,2277
4,0,0,1,3.554151,46.8333,10.0835,3910,2424
4,0,1,1,6.726651,53.5417,3.12555,2277,5087
4,0,1,2,5.708349,78.6667,15.916654,2424,3959
4,0,1,1,5.943349,50.625,14.125007,5087,5260
4,0,1,1,5.20089,55.5652,7.739974,3959,5323
4,0,1,1,6.021651,64.9583,3.9175436,5260,5668
4,0,0,2,6.021651,80.6667,4.0001814,5323,5191
4,0,0,2,8.3325,82.3333,8.333393,5668,4649
4,0,1,1,13.2675,76.75,5.5422936,5191,6234
4,0,1,1,14.364151,73.375,11.666643,4649,6606
4,0,1,1,12.601651,48.5,21.709407,6234,5729
4,0,1,1,4.024151,50.875,11.708518,6606,5375
4,0,1,2,7.079151,76.4167,8.7502,5729,5008
4,0,0,2,9.938349,91.125,6.792393,5375,5582
4,0,0,2,10.055849,90.5417,10.584325,5008,3228
4,0,1,2,12.484151,92.5,12.750636,5582,5170
4,0,1,2,8.606651,59.6667,19.834479,3228,5501
4,0,1,2,5.9825,53.8333,10.916779,5170,5319
4,0,1,1,5.904151,48.5833,11.666643,5501,5532
4,0,1,1,5.238349,64.2917,8.792343,5319,5611
4,0,0,1,7.235849,65.0417,7.12545,5532,5047
4,0,0,2,9.0375,83.875,6.749714,5611,3786
4,0,1,2,10.486651,90.7083,6.5833061,5047,4585
4,0,1,1,11.309151,66.625,14.834068,3786,5557
4,0,1,1,7.6275,62.5417,12.334164,4585,5267
4,0,1,2,7.51,66.7917,8.875021,5557,4128
1,0,1,2,7.353349,55.6667,25.083661,5267,3623
1,0,0,1,4.494151,44.125,27.292182,4128,1749
1,0,0,1,3.554151,51.5417,8.916561,3623,1787
1,0,1,2,2.871288,79.1304,5.1744368,1749,920
1,1,0,2,5.691288,73.4783,11.304642,1787,1013
1,0,1,3,3.436651,82.3333,21.208582,920,441
1,0,1,2,3.945849,65.2917,23.458911,1013,2114
1,0,1,2,3.906651,59,10.416557,441,3095
1,0,0,2,3.906651,75.2917,8.333661,2114,1341
1,0,0,1,4.024151,48.3333,23.500518,3095,1796
1,0,1,2,2.144151,57.75,10.374682,1341,2729
